Alignment ID,Average Rt(min),Average Mz,C1_DUO,C2_DUO,C3_DUO,C4_DUO,C5_DUO,C6_DUO,N1_DUO,N2_DUO,N3_DUO,N4_DUO,N5_DUO,N6_DUO
1225,0.608,182.08957,321026,216126,4237,435150,206425,208283,315804,364754,247348,185092,191096,215152
1233,0.709,183.08495,29552,21262,28165,40422,20275,21095,28668,35106,23598,18253,18986,21882
1237,17.684,183.13789,2599,4142,5442,3847,5250,5770,4919,4864,3997,5160,4107,6236
1249,0.594,184.0733,4682,26583,22225,7040,41232,31072,16602,4581,19035,54451,25924,32889
1253,17.183,184.10103,2218,2838,3262,3016,3449,3241,3243,2920,2791,2617,3191,3271
1260,0.546,185.03271,2923,3304,9922,11089,8136,7307,6010,8536,9810,5297,8283,7842
1261,0.492,185.06596,6310,7670,10224,11155,10649,9449,11292,12473,8688,6899,7500,9980
1264,8.997,185.11772,126,391,278,238,863,390,238,164,331,82,444,592
1265,0.616,185.1277,5097,5260,1946,2210,1683,2947,3144,2409,2473,1266,1581,3612
1266,1.335,185.12828,9040,4207,3078,4181,1576,2038,3943,4849,3695,880,1612,1690
1268,17.684,185.15327,3344,5408,6030,4248,6711,6860,5259,5464,4522,6418,5355,7771
1271,18.928,185.15421,1466,3075,2630,1913,3778,3426,2777,2734,1408,3605,3759,3417
1275,0.535,185.95949,6587,4048,8612,8310,6796,8698,10410,6196,5633,11078,7171,7687
1281,0.594,186.08649,1084,1654,668,822,1586,1080,1236,1184,1270,1364,892,1464
1284,0.614,186.12077,6294,3126,2972,3670,3117,5534,4580,4616,2568,1851,2226,3832
1295,10.135,187.05966,555,1197,788,0,1838,196,108,253,673,438,1614,802
1301,0.6,187.10817,14617,13647,11120,18320,15072,9604,15834,19709,9923,7310,8349,11271
1303,0.613,187.1441,5304,3000,2479,2708,2921,2905,3156,3632,3193,1340,1905,2677
1305,1.288,187.14441,8223,2212,5154,8764,3814,4353,8351,11888,6225,2412,2762,3110
1311,0.61,187.62395,4490,4264,3353,4116,3935,4354,5478,5870,3626,2084,2849,3900
1314,0.525,187.95653,718,418,1115,1148,717,971,976,672,596,1352,1043,886
1316,0.55,188.03513,5434,3987,2185,1125,702,1319,4420,786,3473,2067,851,857
1317,1.231,188.07034,3347,2913,4449,5849,3561,3561,4100,5018,3927,3738,3694,3830
1320,1.806,188.07115,132036,74146,107068,258980,80495,49708,101685,145492,93708,58850,53816,56146
1321,2.427,188.07132,222601,143592,241054,450948,198947,132363,193449,300266,218986,119050,126263,148995
1323,0.573,188.08101,1845,5649,1971,1585,4470,2825,4795,4856,3223,1890,1808,4188
1324,16.682,188.11469,574,730,702,658,855,950,694,761,568,777,823,896
1325,0.636,188.1169,7562,5734,3896,5765,5162,3765,4902,7177,3879,2298,3000,4387
1327,0.526,188.17589,674,941,559,463,1414,739,528,803,1063,967,1150,914
1330,0.543,189.01575,4186,1633,2940,2897,2746,4299,5475,4214,2396,3909,3944,3098
1333,2.384,189.07401,25889,15919,27532,50383,22304,15377,22880,32412,26022,14148,15165,18036
1334,0.51,189.07904,1694,4410,1615,1393,4285,2802,3883,3361,2538,1851,1725,3453
1338,7.294,189.11215,622,734,506,872,1533,950,921,816,956,1134,1538,845
1339,0.623,189.12263,60731,20484,20835,14585,13189,14517,20803,18579,32402,9455,9592,13089
1340,1.394,189.12392,44344,19553,24471,43955,11041,7731,24180,28879,27268,9132,8806,12126
1341,1.719,189.12418,33984,14649,18440,36269,11102,9954,23349,25629,17782,7194,7523,10144
1342,16.559,189.13087,990,1661,1562,1304,1682,1434,1200,1433,1426,1617,1370,1452
1343,0.526,189.15984,1516,2400,2894,2193,4515,1963,2114,1837,3089,3502,4087,3618
1346,17.677,189.16417,668,953,1150,873,1067,1331,1084,1186,640,1139,945,1432
1350,3.152,190.0499,825,1922,183,852,922,958,914,225,727,230,92,2845
1351,2.361,190.05008,245,329,238,336,845,132,174,448,376,361,352,410
1353,0.616,190.07303,946,1350,1006,794,1416,1086,875,1079,1433,1544,957,1057
1354,2.464,190.07605,2249,1415,2548,4377,2253,1506,1991,3096,1987,1202,1301,1400
1356,0.556,190.10834,1368,4868,1781,1357,4986,2705,3610,4029,2398,2204,2578,3855
1359,0.597,191.04869,4667,2698,9150,6188,10129,12842,3742,7922,10698,3885,7600,10601
1361,0.505,191.07578,3398,1378,1563,2139,1555,1089,1636,1875,1279,507,1125,880
1363,5.819,191.09253,212,152,201,104,209,185,331,211,156,147,227,216
1364,0.533,191.10191,6345,7013,4485,3931,3396,3940,6183,5441,7110,2255,1882,3362
1367,16.763,191.17961,0,78,131,256,208,82,80,232,138,513,278,189
1368,13.128,191.17978,348,959,1345,1176,1330,1673,617,970,1281,1314,1199,1411
1376,0.512,192.05527,894,7279,849,269,1102,1140,400,750,903,766,1483,1317
1378,4.377,192.06567,1035,1854,318,1012,6203,2076,1123,1366,2083,346,574,3116
1379,2.314,192.06953,289,210,1585,1741,1424,1197,786,1928,850,404,852,1379
1391,0.616,193.06699,451,0,490,288,458,776,266,552,276,647,180,570
1392,4.381,193.06985,0,322,0,120,802,198,158,132,84,104,0,198
1394,16.078,193.1172,84,682,498,353,788,687,228,482,460,640,2412,1010
1399,17.683,193.15833,2311,3370,4219,2234,4386,4483,3514,3692,3242,4061,3145,5233
1412,0.626,194.631,5991,3036,2374,3322,2260,3316,5449,3796,2791,1437,2259,2656
1415,0.553,194.64978,1722,383,1793,2931,1284,1832,2688,4900,3037,566,665,1168
1421,5.446,195.06606,360,638,312,98,777,201,155,219,341,99,344,593
1422,0.62,195.08673,495,1016,489,428,473,1120,593,494,481,320,467,783
1423,7.768,195.0995,505,1159,671,778,653,608,565,595,825,890,968,769
1427,11.16,195.13792,638,1022,892,832,1432,767,541,930,727,1036,814,1180
1429,13.614,195.13879,229,100,331,242,442,354,153,237,172,220,433,460
1430,6.836,195.17412,210,3126,0,0,150,1349,100,122,0,192,817,582
1440,4.334,196.09479,447,683,504,261,637,349,600,717,549,667,438,1128
1441,0.613,196.09668,730,1010,542,603,756,604,654,445,624,315,321,869
1442,15.664,196.11253,1423,4516,4761,1184,4308,4712,1543,2611,2854,3507,6977,6057
1445,0.523,196.87769,1638,1784,3322,2358,2538,4697,4469,3198,2035,4980,3005,3621
1448,0.532,197.10057,14470,6215,8376,11100,5943,5292,7740,8827,6590,2851,5334,3988
1449,16.658,197.11996,3371,4954,5869,4617,5855,5274,4871,5475,4886,5226,5722,5812
1456,17.684,197.15359,2936,4898,5946,4297,7216,7173,5315,5762,4425,6047,5440,7778
1459,0.561,197.17581,536,114,160,0,107,624,110,154,114,0,0,176
1460,16.7,197.62166,719,1231,1381,1160,1173,1123,1061,1328,1158,1689,1119,1345
1461,0.603,198.07503,1129,525,138,297,798,194,754,247,1634,316,2092,722
1462,17.723,198.12811,680,998,1105,878,1035,999,1051,696,748,932,1056,1062
1463,17.64,198.15729,532,710,871,571,1010,940,670,866,604,797,648,1086
1470,11.414,199.13338,1769,2064,1944,2741,5844,2995,1422,3016,2832,937,2976,4162
1472,1.129,199.14526,1759,1296,748,1198,662,429,923,1416,1044,323,420,659
1473,17.684,199.16873,2270,3342,3926,2952,4940,4877,3886,4145,3283,3969,3979,5378
1475,18.926,199.16977,1413,3216,2516,1794,3432,3127,2838,2744,1677,3341,3769,3338
1483,0.547,200.06815,432,446,548,426,520,740,398,504,507,1318,546,1037
1486,0.591,200.13815,1552,1058,1011,627,946,1473,1302,1577,962,330,737,1052
1496,0.601,201.08728,3221,3333,2411,2321,2172,1959,2767,3247,2670,1410,1465,2157
1497,0.625,201.12276,6303,4354,3087,3186,2856,3621,3621,3471,3274,1956,1991,2935
1499,1.338,201.12325,7209,3676,2768,3779,1840,1560,3542,3800,3087,872,1628,1735
1500,4.009,201.12364,6572,2564,2258,3657,1780,1322,3520,3385,2118,780,1348,1582
1505,17.198,201.16443,339,583,748,760,800,899,984,621,512,460,791,1140
1511,0.534,201.93326,2729,2604,5608,4173,5052,8377,8212,4684,3177,15276,5317,9682
1517,0.606,202.0824,694,793,459,312,1035,377,431,668,648,454,287,868
1518,0.601,202.11926,2314,2225,1662,2451,2659,2710,3613,3346,1833,1124,1306,1785
1523,0.563,202.63046,3601,2715,4683,6860,3143,4417,9468,8446,4089,1324,1693,3133
1524,0.778,202.63071,3601,2715,4683,1630,3143,4417,9468,8446,4089,1324,1693,3133
1526,0.543,203.05249,56208,133993,19851,5457,23015,8128,6167,7975,18607,7962,58866,21451
1528,2.117,203.05939,692,695,528,937,1910,2256,637,591,583,756,1693,2303
1529,0.583,203.11511,0,418,0,250,862,2676,712,480,591,0,136,332
1533,0.792,203.13824,35671,9125,10092,7500,3793,5703,10304,6979,17083,4367,4582,4730
1534,1.4,203.13876,107932,17612,17003,16350,3793,8682,23748,17045,30321,5378,4024,4925
1535,16.445,203.17928,282,409,1249,713,1083,1527,913,989,650,1627,1758,1712
1539,0.541,204.00894,3156,2004,2268,1283,529,1409,5348,404,3437,3247,477,1316
1542,0.592,204.08684,242,1172,1227,1729,1125,1796,2421,1578,3043,2010,1447,1726
1545,4.997,204.12306,4444,3212,1699,5607,7594,3522,3271,7457,8966,4811,6412,6625
1546,1.151,204.13487,7741,1965,2163,2473,4197,1322,7685,3271,3635,796,887,3229
1553,9.724,205.07088,214,444,307,118,674,85,90,224,117,213,417,444
1560,3.868,205.09767,2302,830,2320,2230,898,9411,1047,1111,1240,652,664,4002
1561,1.823,205.0977,106778,63934,87855,226062,69358,43824,82335,124724,74296,49283,46877,50136
1562,2.424,205.09799,185583,123017,207785,400470,166384,115306,161846,265728,179389,95771,111784,132233
1564,0.66,205.11816,16615,7600,6846,4752,4068,6280,7356,4872,7901,7869,3969,3717
1565,17.186,205.12212,446,568,952,627,983,1136,949,864,680,545,732,1276
1568,0.536,206.04819,2657,7669,11477,5487,10299,9105,5768,13506,8915,10475,18454,5755
1570,5.759,206.08171,296,283,462,566,834,251,394,174,419,502,120,335
1571,0.573,206.10037,584,1716,730,646,1727,881,1534,1577,900,691,750,1027
1572,2.461,206.10056,23298,14696,25334,44796,21669,13605,20223,28783,22286,11775,13176,15494
1573,1.768,206.10159,13963,7772,11408,26670,9129,5769,10887,15496,9837,6224,5783,6018
1575,16.57,206.12503,1654,2419,2624,2239,2836,2702,2488,2359,2362,2420,2484,2804
1577,0.555,207.04999,3577,2664,2125,2655,2137,2200,2929,3157,1440,2742,2106,1872
1578,5.148,207.064,244,1003,455,122,450,312,106,202,101,260,609,402
1579,6.684,207.06442,491,1792,570,88,906,236,93,92,384,486,1183,628
1584,17.957,207.13251,452,1761,1706,1034,1205,1600,1105,1188,1333,1595,2200,1468
1586,17.683,207.17467,1713,2207,2791,1760,3197,3544,2831,2560,2222,2757,2577,3345
1592,0.542,207.9982,1785,2356,2690,2954,3069,2799,2416,2603,2450,2631,2905,2564
1593,3.126,208.06055,2203,5785,820,2573,8949,3289,3278,2512,3898,525,1277,9324
1594,0.618,208.06345,3745,2851,1022,468,852,824,1706,386,1055,1216,344,1050
1604,0.609,208.65276,1818,732,1943,2306,1420,2518,2832,3660,2321,961,996,1658
1606,3.123,209.06468,379,684,114,345,971,292,313,351,555,113,133,1249
1610,4.677,209.11726,573,675,99,104,712,310,128,237,0,311,378,360
1611,16.423,209.12007,1088,1572,4340,3357,4314,4554,3316,3628,2609,5682,5396,5302
1612,0.608,209.1281,2408,1991,2071,2696,3042,3138,3806,3760,2187,1551,1783,2069
1614,18.933,209.18919,522,1095,900,541,1081,815,1131,887,532,1139,1308,928
1616,0.618,209.63654,3480,2782,3016,3058,3234,4490,5957,4272,2446,1834,1988,3548
1620,17.048,210.12698,398,383,895,648,1233,1181,736,980,523,1466,1401,1426
1628,8.487,211.13327,209,232,390,170,304,315,102,268,150,0,331,280
1629,5.172,211.13383,590,439,308,720,774,701,560,493,443,78,204,334
1630,17.685,211.16887,3674,5020,6393,4374,7263,7700,5387,6060,5053,5866,5658,8180
1633,15.763,211.2061,1374,5003,2355,1530,3379,2669,1366,2261,2125,2712,5709,5122
1634,16.993,211.20615,989,3279,2083,2052,2333,1979,1422,1459,1825,2402,3005,2508
1638,0.505,212.0697,384,1221,250,237,410,236,122,241,415,0,154,280
1639,1.28,212.09166,1157,650,552,549,825,138,517,516,599,78,326,570
1640,0.619,212.09232,302,486,194,210,542,92,179,426,450,319,324,663
1641,0.994,212.11674,2184,503,758,1476,712,553,1574,2129,814,436,464,702
1643,0.539,213.07491,8294,5715,9098,8968,9042,11231,12920,12651,5521,7347,6530,9301
1646,0.576,213.09932,1437,3098,1599,2962,3191,1298,1901,2593,3064,1545,1742,2267
1647,0.632,213.1236,7704,14781,7079,3582,7784,3855,3193,3452,7977,3156,4656,5189
1648,11.174,213.14862,1175,1134,1115,1283,1569,819,786,1324,828,1556,1202,1518
1649,5.146,213.14935,1084,482,0,206,1235,368,230,658,732,78,111,716
1652,18.926,213.18494,1465,3370,2451,1797,3377,2863,2282,2613,1341,3275,3491,3148
1655,4.398,214.04782,296,442,0,315,1492,686,334,246,664,79,174,1335
1656,0.597,214.05865,2678,2861,4015,2930,2776,3218,3464,2526,4482,5483,2580,3876
1658,0.583,214.13014,3619,2408,3006,1894,1600,9983,1714,1509,2054,886,1153,4112
1663,0.694,215.01373,1668,1286,712,521,1002,1297,710,553,643,1804,972,974
1667,0.627,215.1024,2591,1777,951,1142,1563,1054,1362,1070,1468,531,781,1286
1669,0.625,215.13838,15523,8159,12028,22180,9634,6552,8392,11962,9833,4828,5503,7871
1670,0.968,215.13995,19599,9729,15784,36584,14356,7629,14937,21148,13155,6570,7392,8848
1672,17.193,215.17928,451,1031,1276,909,1334,1278,1080,1344,937,1002,1199,1559
1676,0.693,215.65466,2213,1026,1414,1860,1221,2063,2228,2847,1743,1101,1406,1533
1689,0.621,216.14212,2615,1972,2287,3616,1730,1535,2496,3108,1914,1289,1464,1924
1692,0.6,216.6272,3050,2313,2684,3332,2680,2647,4888,4097,2223,1181,1541,2356
1694,0.553,217.06833,1330,2419,1241,580,895,1159,787,818,1159,637,2023,994
1695,3.577,217.09715,9087,11425,3047,1511,1379,2343,5921,482,13013,4509,625,8655
1700,0.825,217.15378,15370,3023,3022,2398,1662,1310,3229,2400,5234,1416,1627,1953
1701,1.176,217.15451,36304,5028,6353,4798,2176,2597,7535,4779,10088,1582,1627,1877
1704,15.417,217.19574,0,189,81,0,257,284,96,187,76,232,512,419
1713,0.538,218.15015,10502,8141,7308,10995,8232,9393,17536,10735,10218,5198,3673,8543
1716,0.539,219.02658,28258,73296,15373,3331,23665,9698,6822,5972,11578,9455,42741,29208
1718,0.59,219.0974,4905,5719,4313,4994,9273,7094,7589,6550,5765,7002,6819,11121
1719,0.615,219.13339,44516,13070,14671,7312,5646,10490,13873,10136,22075,3932,4698,6813
1720,1.416,219.13356,63511,15572,14714,12786,3298,7845,19138,13940,22292,4094,2981,4522
1723,17.281,219.21111,350,659,1035,1080,1216,1300,942,962,748,1206,3051,1492
1736,0.637,220.11833,7170,2594,6960,15051,7258,5815,10319,14565,5776,5382,6348,6499
1737,1.284,220.11874,18776,5142,19453,41650,21858,18967,32977,43419,15324,17202,13692,15783
1739,0.879,220.1376,5178,1370,2131,924,168,892,1825,1480,2806,388,336,329
1742,0.546,221.02534,2665,5745,1448,532,2012,969,753,585,636,745,3272,2511
1743,0.542,221.04189,2594,3064,1286,314,444,939,840,911,1835,1315,3093,2410
1747,1.316,221.09169,1466,1051,1215,1318,732,2705,907,892,1817,604,311,1449
1748,0.634,221.09361,1750,992,1427,1696,811,1126,789,1382,1558,544,773,1027
1751,16.346,221.12074,114,220,2114,1054,603,1689,869,818,661,1428,1560,1303
1754,17.462,221.15317,1073,1114,2516,1878,2277,3631,3178,1975,1888,2387,1959,3679
1755,0.545,221.18582,5195,5045,11256,6309,4431,8005,5769,4764,4683,20982,16786,16062
1757,17.687,221.2261,1344,1267,2000,1695,2169,2375,1939,2196,1562,2228,1947,2409
1762,0.54,222.02884,1384,6060,11119,3008,9347,10830,6138,1360,8501,17497,12962,9787
1763,3.457,222.07587,1342,76,757,508,179,76,817,738,439,0,0,96
1764,5.413,222.07742,203,249,332,0,457,364,0,0,429,0,360,395
1765,0.61,222.09692,1536,1277,2001,3044,1672,2336,2297,3497,1902,1941,1681,2299
1780,1.567,223.10753,7108,5149,7476,6880,5372,6979,6841,12053,8162,2799,4187,6022
1782,2.469,223.10847,21091,8095,13314,21223,9249,9828,21683,19274,12824,6706,5699,8411
1783,1.618,223.10884,7108,5149,7476,21223,5372,6979,11746,12053,8162,2799,4187,6022
1788,0.601,223.63574,3047,2522,2436,3042,2614,3235,3850,4889,2178,1635,1867,3042
1793,0.576,224.11133,456,990,628,363,1023,461,260,284,596,277,970,963
1807,8.992,225.10892,0,78,285,0,431,0,133,0,362,253,234,566
1808,5.296,225.11284,580,996,0,277,1946,270,101,876,943,104,299,1843
1809,0.6,225.12323,945,1026,760,903,1530,940,998,1183,732,554,907,1095
1813,17.683,225.18489,2794,4184,5249,3249,5973,5276,4526,4312,3799,4415,4426,5630
1815,0.603,226.0705,1030,214,546,746,344,181,461,368,361,0,286,302
1816,4.978,226.10522,521,756,2379,1720,2278,1215,985,1756,2320,1564,2163,2085
1817,0.609,226.11897,1625,1668,921,1229,1073,874,1057,1333,1204,445,535,1152
1818,3.205,226.11906,1645,554,953,902,119,2932,142,173,246,0,0,1701
1831,2.413,227.07967,1593,1690,2603,2735,2290,2128,2301,2381,2767,2137,2213,1952
1832,0.584,227.10587,3623,4284,2268,3041,2652,2150,3705,3657,3338,1395,1886,2590
1834,8.505,227.12756,0,265,0,96,491,80,82,174,252,85,110,352
1835,4.721,227.12834,498,524,363,91,1384,463,286,370,370,471,620,409
1836,3.802,227.12852,762,712,168,274,904,85,364,333,376,143,313,373
1837,7.112,227.13895,876,257,205,331,0,1124,490,82,96,0,0,570
1843,18.928,227.20099,1095,2098,1600,1398,2718,2103,1656,2194,997,2268,2644,2478
1850,1.3,228.05075,196,577,0,118,927,177,114,237,489,0,253,579
1851,0.596,228.09677,272,312,182,354,819,329,108,302,471,142,439,586
1857,11.581,228.19667,1594,2568,3660,5995,4876,5952,1625,2727,3813,4988,5313,5127
1864,0.642,229.11821,9392,5515,3971,4986,3731,3128,4039,4351,4576,2101,2252,3629
1866,1.312,229.11917,6336,4097,4467,4804,2664,2661,5567,5380,3631,1452,2224,1966
1868,7.863,229.14499,2890,392,300,365,531,316,306,374,80,0,267,250
1869,0.644,229.15474,1872,4043,2460,1041,3511,2341,1961,1409,2517,1877,3089,3041
1870,1.643,229.15535,46232,27363,32731,72902,26697,14353,32113,46012,27528,13323,15382,17460
1871,2.213,229.15556,56734,31593,39212,76944,31446,17930,44211,58970,31216,16483,18642,22081
1872,5.116,229.15575,4593,1464,1956,3765,1301,1226,2360,3437,1907,761,851,1476
1873,11.548,229.1998,182,362,659,846,871,1000,193,550,494,866,888,807
1874,16.991,229.21712,4946,15651,10332,8874,9834,8229,5726,8463,7783,10070,13456,11049
1878,3.148,230.04282,350,936,0,245,1236,598,546,113,443,0,100,1838
1879,0.609,230.1051,400,1552,706,324,3192,1707,582,1693,1143,715,1504,2011
1880,0.609,230.15543,2280,1691,1644,2160,1465,2507,3380,3045,1493,1034,1372,1879
1881,2.077,230.15857,5872,3998,4953,9984,3736,2512,5949,5920,4263,2599,2421,3105
1892,0.615,231.09735,2107,2534,1803,1811,2373,1384,1359,1684,2005,1098,1185,1878
1894,1.273,231.14165,956,585,271,871,955,357,713,884,624,305,213,696
1895,0.607,231.14204,2289,1780,2151,2801,2212,2406,3048,3427,1801,1127,1238,2072
1896,11.175,231.15977,138,500,87,142,174,153,366,198,132,156,232,271
1899,2.822,231.17004,61094,5449,9501,8816,3213,4228,13617,9614,15100,2137,2622,3190
1900,1.605,231.17017,27067,6737,6674,7453,1531,1983,9210,6553,7984,1323,1162,1371
1901,2.307,231.17021,55600,6733,8549,6853,2802,4186,12074,8469,13612,1408,2275,2765
1903,9.274,231.6386,1362,1290,501,1116,710,1326,1223,964,740,524,1321,1065
1909,4.523,232.12227,558,281,81,1566,389,500,258,428,198,0,88,156
1911,0.611,232.13161,7283,7432,3340,6607,5961,5910,6955,7252,3656,1460,2711,4979
1912,0.702,232.1405,5813,7432,5241,7026,5961,5910,6955,5470,9167,2722,4135,4979
1913,1.998,232.1539,18650,5036,17469,3844,1230,7055,6868,14098,8688,3049,1978,1752
1914,1.414,232.15511,13502,3784,14533,4358,924,6091,5428,10562,6818,3139,1615,1704
1917,0.545,233.04251,571,1323,554,188,584,445,230,280,514,674,1118,530
1919,0.586,233.0779,308,1062,181,202,427,398,459,0,126,807,263,1694
1921,0.635,233.11371,5654,5775,2483,1946,2104,1963,2493,2663,4385,1170,1792,1839
1922,12.265,233.1299,2708,974,2059,2162,2970,2022,2738,2805,2026,782,2210,2468
1923,0.645,233.14899,21106,5514,5868,3661,2481,4125,5942,4803,10344,1809,2212,2797
1924,1.468,233.14977,31032,5896,7015,7694,1870,3134,9198,6284,9578,1845,1653,2166
1937,0.589,234.11029,2911,3067,2201,2222,1850,1614,2361,2358,2988,916,1065,1456
1939,0.54,234.14528,5712,4488,3879,6020,5344,5370,10177,6401,5521,3000,2164,5345
1940,6.901,234.14813,357,606,459,354,324,439,264,398,264,170,148,588
1941,7.671,234.14938,444,509,188,460,369,1065,300,536,382,95,330,203
1951,0.589,235.09268,1818,2234,2047,1941,1788,1630,1706,2202,2676,1557,1597,1943
1958,17.463,235.16931,716,693,2026,1401,1540,2211,1638,1234,982,2024,1715,2732
1970,5.845,236.11314,509,94,505,242,0,76,201,706,127,82,0,0
1982,1.25,237.08685,1361,2527,1952,1835,2732,1866,1166,1446,1649,2310,3679,3875
1984,2.589,237.12265,26330,4968,5639,6152,2178,4212,10755,6949,10935,2394,1755,3208
1985,0.66,237.12338,6848,2856,2404,205,1044,2036,132,2711,3122,754,1184,1450
1986,1.533,237.12349,12056,5174,4266,4402,1426,2085,6200,6643,6484,2394,1357,1398
1993,16.08,237.22156,708,2638,2089,970,2394,2288,1321,1588,1449,2342,12387,3083
1994,17.277,237.22162,1184,2709,3725,3662,3953,4628,3140,3798,2484,4032,10849,4902
